id;nombre;tipo;stock;precio;requiere_receta
492;ANTIDIARR®FORTE;Broncodilatador;63;96.51;SI
493;ANTIF;Antiinflamatorio;206;11.16;NO
494;ANTIGRIP  T ANTIGRIPAL;Analgesico;96;94.67;NO
495;ANTIGRIP T ANTIGRIPAL;Antigripal;211;14.77;NO
496;ANTIGRIPINA PLUS;Antiinflamatorio;47;47.62;SI
497;ANTIHISTAMIN;Vitaminas;225;20.50;NO
498;ANTIPRED;Broncodilatador;59;13.65;NO
499;ANTIPROST;Antigripal;45;93.24;NO
500;ANTITUSIN® EXPECTORANTE;Broncodilatador;131;95.35;NO
501;ANULACID;Antiinflamatorio;194;6.29;NO
502;ANULETTE;Vitaminas;41;83.08;SI
503;ANZATAX;Antiacido;230;66.00;SI
504;APETICOMPLEX;Antiacido;197;29.02;NO
505;APIDRA;Antigripal;168;51.61;SI
506;APIEXEL;Antiinflamatorio;95;55.52;NO
507;APIRET;Dermocosmetica;51;85.24;NO
508;APIRON;Antigripal;218;37.77;SI
509;APITENA 2.5;Antihistaminico;71;44.91;NO
510;APITENA 5;Dermocosmetica;228;47.50;NO
511;APITHROMB 2.5;Antimicotico;74;61.65;NO
512;APITHROMB 5;Antihistaminico;54;8.00;SI
513;APIXARIS;Analgesico;53;44.02;NO
514;APREPIMEX;Antibiotico;159;29.66;SI
515;APRICYT;Antiinflamatorio;132;31.67;SI
516;APRITANT IV;Dermocosmetica;66;8.69;NO
517;APRODOL 550;Vitaminas;234;90.15;SI
518;APROFLAM;Antimicotico;150;7.41;SI
519;APROFORTE;Antiacido;98;92.99;NO
520;APROMEDIX;Antimicotico;174;92.62;NO
521;APRONAX;Antiinflamatorio;36;8.79;NO
522;APRONAX PRO;Broncodilatador;146;92.15;SI
523;APROSCIENS;Antihistaminico;118;79.08;NO
524;APROVASC;Antimicotico;53;58.46;SI
525;APROVEL;Antibiotico;91;61.46;SI
526;APROVIF;Antihistaminico;142;47.13;SI
527;APROXEN;Antiinflamatorio;119;6.54;SI
528;APROXIL;Dermocosmetica;210;44.97;SI
529;APROXOL;Antibiotico;219;54.48;NO
530;APROXOL 1000;Antigripal;34;40.39;NO
531;APROXOL PLUS;Antiinflamatorio;168;30.43;NO
532;APROXX-BRAND;Antiacido;66;89.21;SI
533;AQUADRAN;Analgesico;164;8.42;NO
534;AQUANAX;Antimicotico;107;33.79;NO
535;AQUANAX NF;Antibiotico;135;54.51;SI
536;AQUITOL;Broncodilatador;203;72.16;NO
537;AQUOL FRESH;Antimicotico;50;23.44;SI
538;ARAKOR;Dermocosmetica;215;43.60;SI
539;ARANDA;Broncodilatador;127;10.01;SI
540;ARAVA;Broncodilatador;60;63.36;SI
541;ARCOBAX;Antigripal;175;67.25;NO
542;ARCODEX;Antibiotico;85;30.22;SI
543;ARCOFLAM;Dermocosmetica;236;78.58;NO
544;ARCOLANE;Broncodilatador;148;65.64;NO
545;ARCOXIA;Antihistaminico;88;96.10;SI
546;ARCOXIB 120;Broncodilatador;85;73.22;SI
547;ARCOXIB 90;Antimicotico;188;26.38;SI
548;ARDILAN;Antimicotico;31;67.04;NO
549;AREUMA;Antiinflamatorio;88;31.17;NO
550;ARGENTAMICINA;Antiinflamatorio;226;12.90;SI
551;ARGESICO 120;Antimicotico;190;74.71;NO
552;ARGESICO 60;Antigripal;198;98.03;NO
553;ARGESICO 90;Antiinflamatorio;216;9.45;SI
554;ARGOL;Antimicotico;147;76.41;NO
555;ARIGEN®;Antimicotico;25;14.56;SI
556;ARIMIDEX;Broncodilatador;143;93.40;NO
557;ARIPRAL;Analgesico;13;26.85;NO
558;ARIPSUN;Analgesico;151;35.01;SI
559;ARIVITAE;Antigripal;57;71.56;SI
560;ARIZOLE-HG;Antiacido;173;80.80;SI
561;ARLETTE - 28;Antiinflamatorio;124;94.84;SI
562;AROMAPLEX®;Antihistaminico;16;56.15;NO
563;AROMASIN;Broncodilatador;226;18.93;SI
564;AROTEMS;Broncodilatador;159;48.53;SI
565;AROXAB 10;Antiacido;227;77.00;SI
566;AROXAB 15;Broncodilatador;19;48.37;SI
567;AROXAB 20;Analgesico;228;15.26;SI
568;ARPIZEX;Broncodilatador;72;99.12;SI
569;ARPIZEX 15;Antibiotico;200;42.22;NO
570;ARPIZEX MAX;Antiinflamatorio;123;45.09;NO
571;ARPIZOL 15;Dermocosmetica;197;43.46;SI
572;ARQUERA;Antiacido;69;14.01;SI
573;ARTANBIX;Antimicotico;43;76.34;NO
574;ARTANBIX D 50;Vitaminas;27;94.25;NO
575;ARTHEEK® SP;Vitaminas;32;11.57;NO
576;ARTICOX;Antiinflamatorio;89;97.48;NO
577;ARTOFIL;Antihistaminico;18;53.43;SI
578;ARTRAIT 2.5;Antimicotico;143;50.00;NO
579;ARTRICAD;Antimicotico;171;29.65;SI
580;ARTRICAM;Antiinflamatorio;48;57.86;NO
581;ARTRIFILM;Antigripal;228;76.71;SI
582;ARTRIFLAM;Antigripal;176;4.41;NO
583;ARTRIGAN;Antihistaminico;95;63.34;NO
584;ARTRIGAN PLUS;Antiacido;79;74.00;NO
585;ARTRILAT;Dermocosmetica;241;66.68;NO
586;ARTRIMIL FORTE;Broncodilatador;138;4.81;SI
587;ARTRIPLUS;Vitaminas;8;39.52;SI
588;ARTRIPLUS 10;Vitaminas;183;81.54;SI
589;ARTRIPLUS 15;Antiinflamatorio;39;79.67;NO
590;ARTRIXIB;Antibiotico;9;85.57;NO
591;ARTRIXICAM;Analgesico;108;78.27;SI
592;ARTRIXICAM®;Antiacido;239;80.03;SI
593;ARTROMYCIN FORTE;Vitaminas;207;92.05;SI
594;AS PANTIL;Antigripal;166;67.49;SI
595;ASCOR L 500;Antihistaminico;184;47.71;NO
596;ASCORBATO DE SODIO;Antigripal;219;10.04;SI
597;ASCORBIC-C;Antihistaminico;101;11.99;NO
598;ASECREBAL;Antihistaminico;199;67.36;SI
599;ASIES;Antihistaminico;22;4.72;SI
600;ASINPRAMIDA;Vitaminas;246;56.84;NO
601;ASINT;Antihistaminico;53;78.92;NO
602;ASMATOL;Dermocosmetica;109;42.94;SI
603;ASMEXX 4;Broncodilatador;192;54.06;SI
604;ASMEXX 5;Antiacido;158;69.22;NO
605;ASP BACLO;Antihistaminico;48;57.11;SI
606;ASPAVEN 10000;Antiinflamatorio;36;78.53;SI
607;ASPER EC;Vitaminas;127;63.82;NO
608;ASPIRINA;Antimicotico;214;24.21;NO
609;ASPIRINA 100;Antihistaminico;107;97.58;SI
610;ASPIRINA ULTRA;Antiinflamatorio;60;76.35;NO
611;ASSA 81;Antihistaminico;81;30.37;NO
612;ASSIS 400;Antiacido;76;19.76;NO
613;AST;Antiinflamatorio;215;83.90;NO
614;ASTARTE;Antiacido;172;60.91;NO
615;ASTEROSS EN OCUVIAL;Antimicotico;137;47.87;SI
616;ASTEROSS PLUS;Dermocosmetica;98;41.86;NO
617;ASTONIN H;Vitaminas;137;41.92;SI
618;ASTONIN® H;Antihistaminico;107;38.09;NO
619;ASTROCINA;Dermocosmetica;238;15.55;NO
620;ASTROL 1;Analgesico;83;54.24;SI
621;ASULPREX;Dermocosmetica;97;56.10;SI
622;ASUMLEA;Analgesico;152;32.90;NO
623;ASYROP;Antimicotico;245;56.41;SI
624;ATABIR;Antihistaminico;57;13.85;NO
625;ATACAND;Analgesico;125;26.16;NO
626;ATACAND PLUS;Antibiotico;89;92.66;NO
627;ATAVIX;Antihistaminico;79;26.48;SI
628;ATAZABIF;Antiinflamatorio;28;35.83;NO
629;ATAZANAVIR;Analgesico;168;6.20;NO
630;ATEN 50;Dermocosmetica;21;89.69;NO
631;ATEN-100;Analgesico;117;19.40;SI
632;ATENFE 40;Antiinflamatorio;223;33.04;SI
633;ATENOLFAR;Broncodilatador;9;54.90;SI
634;ATENOLOL;Antibiotico;55;70.30;SI
635;ATENSOR;Broncodilatador;203;54.38;SI
636;ATENUAL;Dermocosmetica;13;68.48;SI
637;ATENUAL NF;Dermocosmetica;13;92.09;NO
638;ATERGIT;Broncodilatador;105;45.87;SI
639;ATIDEM;Vitaminas;22;13.71;SI
640;ATINA;Vitaminas;107;10.59;SI
641;ATINA 40;Broncodilatador;56;11.80;SI
642;ATIVAN;Vitaminas;217;35.63;SI
643;ATIZALO MAX;Broncodilatador;157;66.73;SI
644;ATIZOR;Analgesico;38;10.29;NO
645;ATLANSIL;Antibiotico;229;24.70;NO
646;ATOR 10;Antiacido;97;32.67;SI
647;ATOR 20;Antimicotico;147;79.02;SI
648;ATOR 40;Antihistaminico;226;29.62;SI
649;ATORCOL 10;Antiinflamatorio;218;11.80;SI
650;ATORCOL 20;Broncodilatador;228;44.34;NO
651;ATORCOL 40;Broncodilatador;228;17.69;SI
652;ATORCOL 80;Antihistaminico;58;41.37;NO
653;ATOREC-20;Vitaminas;51;50.02;SI
654;ATOREZETIM 20/10;Antigripal;83;63.97;NO
655;ATOREZETIM 40/10;Antimicotico;159;81.08;SI
656;ATORFIN;Antimicotico;38;62.30;NO
657;ATORFIN®;Antiacido;83;91.69;NO
658;ATORHEALTH-HG;Antigripal;50;35.53;SI
659;ATORSID EZ;Antibiotico;221;66.11;SI
660;ATORSLIM;Antiinflamatorio;60;37.14;NO
661;ATORVAST;Antiacido;95;53.57;SI
662;ATORVASTATINA;Antimicotico;53;78.65;SI
663;ATORVFAR;Dermocosmetica;8;6.17;NO
664;ATORWISS 20;Antiinflamatorio;104;6.43;SI
665;ATORWISS 40;Antigripal;35;99.16;SI
666;ATOS;Antiinflamatorio;32;52.15;NO
667;ATOS EXPECTORANTE;Broncodilatador;162;6.57;SI
668;ATOTEROL;Antiinflamatorio;193;65.07;SI
669;ATOTEROL 20;Vitaminas;38;69.41;NO
670;ATOTEROL 40;Antimicotico;139;75.53;SI
671;ATROPINA SULFATO;Vitaminas;139;78.17;SI
672;ATROVENT HFA;Antihistaminico;140;47.31;NO
673;AUBAGIO;Dermocosmetica;100;41.19;SI
674;AUDAL NF;Antiacido;206;6.21;SI
675;AUDAL® NF;Analgesico;3;92.69;SI
676;AUGMENTIN;Analgesico;154;21.88;SI
677;AUGMENTIN ES;Antibiotico;87;82.81;NO
678;AUGMOX 312.5;Dermocosmetica;219;43.33;SI
679;AUGMOX® 1000;Analgesico;152;4.91;NO
680;AUGMOX® 625;Antihistaminico;43;51.72;SI
681;AUROVAS;Antigripal;140;35.42;SI
682;AVAGARD;Analgesico;43;99.49;NO
683;AVALLERT;Vitaminas;248;98.10;NO
684;AVAMYS;Antibiotico;169;94.45;NO
685;AVARINO;Vitaminas;33;16.66;SI
686;AVASTIN;Dermocosmetica;72;49.03;NO
687;AVASTIN®;Analgesico;240;51.16;NO
688;AVASTUS®;Antigripal;6;66.21;SI
689;AVAXIM 160;Vitaminas;162;24.26;NO
690;AVAXIM PEDIATRICO;Antiinflamatorio;92;39.56;SI
691;AVELOX IV;Vitaminas;174;37.91;NO
692;AVIANT;Dermocosmetica;166;88.30;SI
693;AVODART;Antigripal;170;38.79;NO
694;AVONZA;Antihistaminico;8;11.78;SI
695;AVOTAX®;Antiacido;4;10.72;SI
696;AVULAC;Vitaminas;4;4.28;NO
697;AXASOLE;Broncodilatador;221;82.80;NO
698;AXAVER;Vitaminas;141;53.91;NO
699;AXELIA;Antigripal;62;21.93;SI
700;AXNE;Antigripal;69;77.53;SI
701;AXONA;Antigripal;96;28.83;NO
702;AXOVIR;Antigripal;225;76.28;SI
703;AXPRIN;Antimicotico;116;3.71;SI
704;AZ BIOTIC FORTE;Antiacido;159;31.02;NO
705;AZACIT;Antiacido;85;16.99;NO
706;AZACITIDINA;Antigripal;249;97.61;SI
707;AZACORD;Antiinflamatorio;240;20.37;NO
708;AZADUAL;Antiacido;55;40.88;NO
709;AZAFRINE;Antiinflamatorio;48;8.22;NO
710;AZAGLOB;Antibiotico;76;58.28;SI
711;AZARGA;Antiinflamatorio;140;28.33;NO
712;AZATIOPRINA;Analgesico;136;16.44;SI
713;AZBACT 500;Antigripal;183;68.43;NO
714;AZEEMIN-N;Antiacido;153;5.19;NO
715;AZESTAN;Broncodilatador;110;98.44;SI
716;AZIBRAND;Dermocosmetica;60;90.21;SI
717;AZICAT;Antibiotico;168;19.30;SI
718;AZICLER;Antiinflamatorio;196;35.18;NO
719;AZIFAR;Vitaminas;33;51.49;NO
720;AZILIN-500;Antihistaminico;98;53.91;NO
721;AZILOPRAM;Antigripal;21;63.76;NO
722;AZIMUT;Broncodilatador;234;87.64;NO
723;AZIMUT 500;Antibiotico;153;91.52;NO
724;AZIQUILAB;Analgesico;180;80.34;SI
725;AZITHROBAL;Broncodilatador;206;42.58;NO
726;AZITHROBAL®;Antigripal;226;20.00;NO
727;AZITRAL 200;Analgesico;24;38.53;SI
728;AZITRODEL;Antiinflamatorio;127;72.55;SI
729;AZITROFAR;Vitaminas;136;19.34;NO
730;AZITROLIT;Broncodilatador;77;64.94;SI
731;AZITROMAC;Antiacido;242;90.88;NO
732;AZITROMEDIC;Antihistaminico;159;76.45;NO
733;AZITROMICINA;Broncodilatador;158;70.47;NO
734;AZITROMOX;Antigripal;166;8.22;NO
735;AZMASOL;Dermocosmetica;119;29.64;SI
736;AZO CEFASABAL 100;Antiacido;86;13.85;SI
737;AZOCEFASABAL 100;Antimicotico;239;33.65;NO
738;AZOFLOX;Analgesico;45;71.02;NO
739;AZOTRIN;Dermocosmetica;239;59.22;NO
740;AZOXANID;Antigripal;195;43.46;NO
741;AZTOR;Analgesico;54;3.97;SI
742;AZTOR EZ 20;Antimicotico;3;96.59;NO
743;AZTREONAM;Antiinflamatorio;127;25.81;NO
744;AZTRID;Vitaminas;178;30.25;NO
745;AZULSIX 100;Dermocosmetica;188;62.16;NO
746;AZYCOV 500;Vitaminas;3;54.90;NO
747;AZYMOL;Antibiotico;86;47.01;SI
748;AZYNOR;Analgesico;29;48.46;NO
749;BACCIDAL;Vitaminas;195;74.52;NO
750;BACFEX-100;Antihistaminico;174;87.63;SI
751;BACFEX-400;Dermocosmetica;175;4.52;NO
752;BACILTRIM SIMPLE;Vitaminas;133;16.62;SI
753;BACIMICINA;Vitaminas;238;40.72;SI
754;BACIMICINA PLUS;Vitaminas;73;46.14;SI
755;BACLODRINT;Antiinflamatorio;105;13.88;SI
756;BACLOFENO;Broncodilatador;236;24.29;SI
757;BACQURE;Dermocosmetica;232;75.33;SI
758;BACSULFIN FORTE;Vitaminas;87;8.36;SI
759;BAC-T;Antiacido;234;41.58;SI
760;BAC-T F;Dermocosmetica;153;16.00;NO
761;BACTAFUZ;Antigripal;43;28.16;SI
762;BACTAFUZ - B;Analgesico;35;4.98;SI
763;BACTAMOX 1000;Antibiotico;142;56.60;SI
764;BACTAMOX CL;Vitaminas;50;76.57;SI
765;BACTAMOX®;Antiinflamatorio;177;52.31;SI
766;BACTAXOL 500;Dermocosmetica;66;85.36;SI
767;BACTEROL BALSAMICO;Dermocosmetica;171;40.22;NO
768;BACTEROL FORTE;Antihistaminico;42;92.60;SI
769;BACTEROL INFANTIL;Broncodilatador;162;96.39;SI
770;BACTEROPRIM;Antiinflamatorio;159;72.53;SI
771;BACTIOMAX;Antiinflamatorio;30;39.71;NO
772;BACTRAXOLE;Vitaminas;71;67.68;SI
773;BACTRIBAL FORTE;Antibiotico;198;80.89;SI
774;BACTRICOFARM;Analgesico;129;95.59;SI
775;BACTRIM;Antiinflamatorio;237;49.96;SI
776;BACTRIM BALSAMICO;Antigripal;166;17.86;SI
777;BACTRIM FORTE;Antihistaminico;190;66.37;SI
778;BACTRIPLUS;Broncodilatador;99;34.14;SI
779;BACTVAN;Antigripal;250;52.00;NO
780;BACZOL BALSAMICO;Broncodilatador;27;95.89;SI
781;BACZOL BALSAMICO NF;Antiacido;45;24.04;NO
782;BACZOLE®;Broncodilatador;17;36.76;NO
783;BACZYL;Antiacido;233;59.88;NO
784;BADBOY;Antimicotico;109;26.66;SI
785;BADITED;Broncodilatador;109;14.68;SI
786;BADOLFIX;Dermocosmetica;184;36.07;SI
787;BADOLFIX FORTE;Antimicotico;133;64.22;SI
788;BAGOCLIN;Antihistaminico;230;69.92;SI
789;BAGOFLOX 500;Analgesico;52;36.19;NO
790;BAGOFLOX 750;Antimicotico;0;18.61;SI
791;BAGOMICINA 100;Antigripal;71;85.86;SI
792;BAGOVERTIX;Broncodilatador;221;80.15;NO
793;BAGOVIR;Dermocosmetica;154;36.88;SI
794;BALDEXA;Dermocosmetica;39;78.30;SI
795;BALILE;Analgesico;226;21.92;SI
796;BALILE®;Broncodilatador;51;76.80;SI
797;BALPRAZOL;Vitaminas;229;13.36;NO
798;BALSOBROX;Antiinflamatorio;187;32.96;SI
799;BALTRIMAX BALSÁMICO;Antiinflamatorio;249;59.47;SI
800;BANDREX;Antigripal;171;29.81;NO
801;BANEDIF;Antigripal;42;97.88;NO
802;BANES;Antihistaminico;102;38.31;NO
803;BANES FORTE;Antimicotico;105;32.24;SI
804;BANTER;Antiinflamatorio;221;18.41;SI
805;BAPRESSLIP-16;Analgesico;203;86.03;SI
806;BARIDOL;Vitaminas;191;32.73;SI
807;BARIFLOX;Antibiotico;40;38.19;NO
808;BARIFLUZOL;Antiacido;209;71.93;SI
809;BARIFORTE;Antiinflamatorio;37;77.95;NO
810;BARIKET;Antibiotico;199;96.10;NO
811;BART H;Broncodilatador;63;76.13;NO
812;BASAGLAR KWIKPEN;Vitaminas;156;22.91;SI
813;BASAGLAR TM KWIKPEN TM;Antihistaminico;69;57.79;NO
814;BASAGLAR® KWIKPEN;Antihistaminico;190;95.01;NO
815;BASESTAR;Antiacido;29;64.74;NO
816;BATROXIN FORTE;Dermocosmetica;4;23.29;NO
817;BAVENCIO;Analgesico;238;87.11;NO
818;BAXOMIL;Broncodilatador;12;62.81;SI
819;B-BRONCOL NF 300;Analgesico;31;66.25;NO
820;BEBEGESIC;Antihistaminico;219;45.55;NO
821;BECANTOX;Antiinflamatorio;186;26.23;SI
822;BECKATRIM FORTE;Dermocosmetica;16;4.28;SI
823;BECLOMETASONA;Antiinflamatorio;61;85.94;SI
824;BECLOMETVEN 50;Antiacido;238;96.65;SI
825;BELARA;Antimicotico;46;21.75;SI
826;BELARA CD;Vitaminas;87;68.58;NO
827;BELARINA;Antiacido;102;17.14;NO
828;BELEZZA 21;Analgesico;118;61.22;SI
829;BELLAFACE;Antiinflamatorio;161;69.81;SI
830;BELLISSIMA;Antiinflamatorio;55;53.92;SI
831;BELSUC;Vitaminas;190;50.53;NO
832;BEMABIX®;Broncodilatador;230;12.35;NO
833;BEME-BRAND;Analgesico;120;85.23;NO
834;BEMFOLA;Vitaminas;14;70.17;NO
835;BEMPENAL;Vitaminas;150;11.88;NO
836;BEMPEZET;Analgesico;197;59.97;NO
837;BEN GAY;Broncodilatador;48;45.79;NO
838;BENADRYL;Antigripal;41;54.89;SI
839;BENALGIN 10 000;Antigripal;28;69.52;NO
840;BENALGIN 10 000 NF;Antihistaminico;74;97.20;NO
841;BENALGIN 1000;Antihistaminico;156;66.82;SI
842;BENALGIN 1000 NF;Analgesico;1;16.63;NO
843;BENALGIN 10000;Antiinflamatorio;154;79.90;NO
844;BENALGIN B12;Antiacido;19;91.16;SI
845;BENCILPENICILINA BENZATINA;Vitaminas;160;97.43;NO
846;BENCILPENICILINA BENZATINICA;Antigripal;12;80.54;SI
847;BENCILPENICILINA BENZATINICA 1.2 MEGA;Antihistaminico;93;18.19;NO
848;BENCILPENICILINA PROCAINICA;Analgesico;70;65.37;NO
849;BENCILPENICILINA SODICA;Antibiotico;94;27.67;SI
850;BENDAM 100;Analgesico;62;17.44;SI
851;BENEXAM;Broncodilatador;63;96.97;NO
852;BENEXAM NF;Antiacido;129;97.96;NO
853;BENGUE;Dermocosmetica;209;36.85;NO
854;BENJOR;Antimicotico;162;76.66;NO
855;BENODET;Antimicotico;100;95.70;SI
856;BENTINE 100;Antimicotico;201;58.07;SI
857;BENTINE 25;Vitaminas;6;18.35;SI
858;BENTOX;Dermocosmetica;196;96.44;SI
859;BENTRIM FORTE;Analgesico;63;62.38;SI
860;BENZATINA  BENCILPENICILINA;Antiacido;247;42.57;SI
861;BENZATINA BENCILPENICILINA;Vitaminas;24;62.02;NO
862;BENZEDAR;Broncodilatador;135;90.35;SI
863;BENZIBRON AMOX;Antibiotico;181;62.51;NO
864;BENZOATO DE BENCILO;Antimicotico;1;85.97;SI
865;BENZOSED;Antiacido;61;32.34;NO
866;BENZUM;Vitaminas;115;29.59;NO
867;BEPANTHEN PLUS;Antiinflamatorio;32;8.67;NO
868;BEPANTHOL PLUS;Broncodilatador;91;31.39;SI
869;BEQUIUM;Analgesico;86;6.63;NO
870;BEREAL;Analgesico;50;55.08;NO
871;BESCAMIN;Dermocosmetica;134;5.39;SI
872;BETACAR;Antiinflamatorio;36;79.57;SI
873;BETACORT;Dermocosmetica;139;23.14;NO
874;BETACORT DEPOT;Antibiotico;163;83.39;NO
875;BETACORT DEPOT 2;Vitaminas;12;18.09;SI
876;BETACREM;Antibiotico;131;81.33;NO
877;BETADUO;Broncodilatador;191;87.17;NO
878;BETADUO 2;Antihistaminico;106;5.15;SI
879;BETAFERON;Broncodilatador;27;38.78;NO
880;BETAFLAM;Antihistaminico;84;76.65;NO
881;BETAFLEXIL DEPOT;Analgesico;242;82.21;NO
882;BETAHISTINA DICLORHIDRATO;Vitaminas;131;49.17;NO
883;BETAHISVITAE;Antibiotico;178;38.59;SI
884;BETALOC ZOK;Antigripal;195;24.63;NO
885;BETALOC ZOK 25 MG - TAB LP;Broncodilatador;158;82.61;NO
886;BETALOPHARM;Analgesico;228;91.57;SI
887;BETAMARK 16;Broncodilatador;199;88.41;NO
888;BETAMARK 24;Analgesico;54;15.17;NO
889;BETAMETASONA;Antiacido;39;8.13;NO
890;BETAMETASONA DIPROPIONATO + BETAMETASONA SODIO FOSFATO;Vitaminas;49;64.72;SI
891;BETAMIDERM;Antihistaminico;1;37.08;SI
892;BETAMIZAN;Antiinflamatorio;125;83.30;SI
893;BETAMYCOL;Broncodilatador;84;71.85;SI
894;BETAPLUSS;Analgesico;118;14.59;NO
895;BETAPRESS;Vitaminas;22;4.77;NO
896;BETAQUILAB;Broncodilatador;232;55.80;NO
897;BETARRETIN;Antigripal;231;98.42;SI
898;BETARTRIX;Analgesico;233;64.47;SI
899;BETASERC;Broncodilatador;78;3.72;NO
900;BETASPORINA;Vitaminas;106;57.16;NO
901;BETAVER®;Vitaminas;193;92.38;NO
902;BETAVERTIL-16;Antigripal;41;19.09;NO
903;BETAVERTIL-24;Vitaminas;6;45.68;SI
904;BETAVERTIL-8;Antimicotico;200;23.93;SI
905;BET-CODERM;Analgesico;203;9.43;SI
906;BETICO 850;Analgesico;180;97.95;NO
907;BETINA;Antihistaminico;165;91.44;SI
908;BETNOVATE;Antihistaminico;166;22.86;SI
909;BETRAPONE;Antigripal;28;76.23;NO
910;BETRIDERM;Antiinflamatorio;118;50.12;SI
911;BETYDERM PLUS;Dermocosmetica;149;94.34;NO
912;BEXADERM;Broncodilatador;190;31.87;SI
913;BGLAU;Broncodilatador;207;94.46;SI
914;BIAFINE EMULSION;Analgesico;10;62.91;SI
915;BIANOS;Analgesico;235;62.22;NO
916;BIANOS NF;Broncodilatador;184;18.22;SI
917;BICAL 50;Vitaminas;170;82.89;SI
918;BICAL-150;Vitaminas;108;36.50;NO
919;BICALUTAMIDA;Analgesico;38;98.78;SI
920;BICARBONATO DE SODIO;Antihistaminico;225;10.07;SI
921;BICARSODIO;Antibiotico;41;34.70;SI
922;BICATERO 50;Antiacido;100;49.63;NO
923;BICERTO;Antimicotico;130;33.69;NO
924;BICNU®;Antiinflamatorio;185;35.42;SI
925;BIDIMEFOR;Vitaminas;62;38.16;NO
926;BIFORMET;Antibiotico;10;43.38;SI
927;BIKONOR;Broncodilatador;237;13.93;SI
928;BILASTINA;Broncodilatador;177;4.86;NO
929;BILAXTEN;Analgesico;169;59.08;SI
930;BILDREN;Antiacido;11;62.42;NO
931;BILDREN 500;Antigripal;142;56.89;NO
932;BILERGY 20;Antiinflamatorio;7;44.36;NO
933;BIMOXOL;Antiacido;202;30.90;SI
934;BINAP;Broncodilatador;232;78.04;SI
935;BINFIN;Antiacido;225;92.20;SI
936;BIO C;Antiinflamatorio;65;98.49;NO
937;BIO CISTENID;Antibiotico;81;88.03;SI
938;BIO ELECTRO;Antiinflamatorio;192;81.43;NO
939;BIO FLOX;Antigripal;125;22.70;SI
940;BIO-ALER;Antibiotico;109;44.14;SI
941;BIOALERGAN;Broncodilatador;104;49.41;SI
942;BIOBISMUTO;Antiacido;6;72.31;SI
943;BIOBRONCOL S;Antibiotico;142;20.90;NO
944;BIOBRONCOL® S;Analgesico;169;82.13;NO
945;BIOCASP;Antigripal;154;62.40;SI
946;BIO-CISTENID;Broncodilatador;33;55.69;NO
947;BIOCLAV;Analgesico;49;99.83;SI
948;BIOCMICIN-600;Dermocosmetica;120;38.45;SI
949;BIOCORTEX;Dermocosmetica;107;52.15;SI
950;BIO-DIGESTID;Antihistaminico;141;19.98;NO
951;BIODOL;Antiacido;109;39.44;NO
952;BIOFAST 100;Antigripal;225;51.14;NO
953;BIO-FLOX;Antihistaminico;172;66.87;SI
954;BIOLERGAN;Analgesico;87;40.69;NO
955;BIOLEVF 500;Antimicotico;30;59.65;NO
956;BIOMOX;Antiacido;86;98.51;NO
957;BIONAX 550;Antiacido;66;27.60;SI
958;BIONAX FORTE;Antiacido;197;47.10;NO
959;BIONAX RELAX;Vitaminas;135;42.17;SI
960;BIONIS;Broncodilatador;222;18.98;SI
961;BIOPRAL B;Antiinflamatorio;57;98.90;NO
962;BIOPRAL-B;Antiacido;2;68.83;SI
963;BIOPRED;Vitaminas;198;18.22;SI
964;BIOPROSTOL;Analgesico;25;76.12;NO
965;BIORELAX;Antimicotico;120;65.82;SI
966;BIOTAXON FORTE;Dermocosmetica;50;93.00;SI
967;BIOTEARS;Antihistaminico;148;45.67;NO
968;BIOTEARS G;Antigripal;250;23.21;NO
969;BIOTICEF;Antigripal;111;62.04;NO
970;BIOTOP 100;Antibiotico;98;23.07;NO
971;BIOTOP 50;Analgesico;167;10.95;NO
972;BIOXALIN;Antiacido;109;85.66;NO
973;BIOXDRIN;Antibiotico;181;54.85;SI
974;BIOXICLIN®;Broncodilatador;168;70.62;SI
975;BIPERIDENO;Antibiotico;123;39.09;SI
976;BIPERIDENO LACTATO;Antimicotico;40;78.49;NO
977;BI-PROFENID;Analgesico;63;22.74;SI
978;BIPROL-5;Antiinflamatorio;63;13.63;SI
979;BIPROLEX;Broncodilatador;90;28.20;SI
980;BIPROST-TD;Antihistaminico;60;10.48;NO
981;BIRATO 250;Dermocosmetica;240;62.93;SI
982;BIRATO 500 FCT;Antihistaminico;243;31.78;NO
983;BISACODILO;Analgesico;11;31.28;SI
984;BISBACTER;Antiinflamatorio;149;29.92;NO
985;BISCAD;Antibiotico;155;50.04;NO
986;BISINTEX;Antibiotico;235;71.27;SI
987;BISMECOL;Antigripal;60;93.24;SI
988;BISMELAT;Broncodilatador;245;27.61;SI
989;BISMELAT®;Analgesico;68;38.21;NO
990;BISMOCLIN;Analgesico;77;27.64;NO
991;BISMOSAN;Vitaminas;125;75.57;NO
992;BISMUALIV;Antiacido;98;84.96;NO
993;BISMUCAR ORAL SABOR A FRESA;Vitaminas;87;5.94;NO
994;BISMUCAR SABOR A CEREZA;Antiacido;27;18.96;NO
995;BISMUCID;Antihistaminico;14;50.84;SI
996;BISMUCID® NF;Antibiotico;201;93.68;SI
997;BISMUFORTE;Antibiotico;23;15.69;NO
998;BISMUPEP;Broncodilatador;93;49.00;NO
999;BISMUPHAR;Antimicotico;9;86.87;SI
1000;BISMUPLUS;Antigripal;204;10.85;NO
1001;BISMUTOL;Vitaminas;126;7.79;SI
